0.12931,7.5459
0.13294,6.4186
0.13871,5.5153
0.13779,4.1025
0.14322,3.4919
0.14958,3.3234
0.17093,2.4833
0.17972,2.2883
0.20263,1.8892
0.30294,1.2668
0.32766,1.1982
0.34954,1.1729
0.35737,1.1645
0.39263,1.1072
0.42238,1.0949
0.47527,1.0594
0.47618,1.0584
0.54706,1.0355
0.65636,1.0189
0.78419,1.0099
0.90106,1.0053
2.6427,1.0001
0.12829,7.2179
0.13072,6.6574
0.13393,4.7069
0.15279,2.9999
0.21051,1.7571
0.23591,1.5602
0.24933,1.495
0.29138,1.3032
0.31731,1.2289
0.29969,1.2639
0.3394,1.1739
0.34015,1.1921
0.37781,1.1335
0.57641,1.0295
0.62629,1.027
0.31627,1.2307
0.31645,1.2301
0.76838,1.0103
0.90622,1.0059
0.66111,1.0187
0.71408,1.0148
1.0493,1.0032
1.2544,1.0012
1.4699,1.0006
1.532,1.0005
1.9173,1.0002
2.0251,1.0001
