0.11136,7.3363
0.11139,7.3277
0.11617,5.4871
0.12587,3.8664
0.13739,2.9645
0.14881,2.4702
0.15905,2.3914
0.16941,2.0487
0.17977,1.8237
0.19113,1.6364
0.20055,1.5321
0.21032,1.4451
0.22017,1.3694
0.23056,1.2913
0.24036,1.2355
0.25001,1.2143
0.26022,1.1792
0.26944,1.1519
0.27742,1.136
0.28619,1.1214
0.29626,1.1332
0.30421,1.1159
0.31256,1.0886
0.32169,1.0939
0.32926,1.0874
0.33673,1.0809
0.34484,1.0807
0.35231,1.0778
0.36025,1.0702
0.36745,1.0616
0.37525,1.0587
0.38129,1.0516
0.39088,1.0521
0.39596,1.0509
0.40446,1.0438
0.41138,1.0432
0.41688,1.0428
0.42428,1.0412
0.43041,1.0407
0.43546,1.039
0.44289,1.0381
0.45029,1.0354
0.45542,1.035
0.46227,1.0351
0.46883,1.0343
0.47539,1.0288
0.47839,1.0287
0.48374,1.0283
0.49578,1.0305
0.49793,1.0305
0.50037,1.0305
0.51024,1.0267
0.51749,1.0253
0.52201,1.0251
0.52694,1.0231
0.53513,1.0228
0.54344,1.0215
0.55251,1.0189
0.55746,1.0187
0.56403,1.0186
0.57559,1.0167
0.58183,1.0162
0.59322,1.0158
0.59974,1.0157
0.61352,1.014
0.62135,1.0136
0.63136,1.0133
0.64693,1.0123
0.65759,1.0115
0.67284,1.0112
0.68509,1.0098
0.69589,1.0097
0.71342,1.0089
0.73659,1.0072
0.74167,1.0072
0.76034,1.0068
0.78721,1.0058
0.81056,1.0049
0.82808,1.0048
0.85147,1.0045
0.88414,1.0042
0.9087,1.0038
0.94817,1.0029
0.97986,1.0027
1.0087,1.0025
1.0649,1.0019
1.0991,1.0018
1.1643,1.0017
1.2105,1.0015
1.2943,1.0011
1.3619,1.001
1.4331,1.0009
1.5632,1.0007
1.7217,1.0004
1.9184,1.0003
2.1499,1.0002
2.4317,1.0001
2.7487,1.0001
3.3062,1.0001
3.6179,1.0001
