0.11641,9.4537
0.11645,9.4525
0.12499,7.529
0.14328,5.2045
0.16669,3.675
0.18936,2.8494
0.21351,2.3721
0.23642,2.0273
0.25933,1.7997
0.28128,1.6195
0.30234,1.5276
0.32492,1.4202
0.34776,1.3551
0.36977,1.297
0.39173,1.2527
0.41235,1.2134
0.43417,1.1837
0.45378,1.1653
0.47256,1.1453
0.4916,1.1298
0.51277,1.1145
0.53016,1.101
0.54945,1.0901
0.56582,1.0813
0.58214,1.0737
0.59903,1.0678
0.61539,1.0612
0.63112,1.056
0.64646,1.0518
0.66105,1.0474
0.67642,1.045
0.69016,1.0424
0.70944,1.039
0.72043,1.0377
0.73774,1.0344
0.75096,1.0319
0.76222,1.0309
0.77946,1.0282
0.79157,1.0272
0.80172,1.0258
0.81792,1.0241
0.83296,1.0222
0.84364,1.0213
0.85828,1.0204
0.87245,1.0192
0.88623,1.0175
0.89352,1.0173
0.90459,1.0167
0.92917,1.0147
0.93344,1.0147
0.9379,1.0147
0.95985,1.0134
0.97291,1.0125
0.98279,1.0123
0.99445,1.0116
1.011,1.011
1.027,1.0102
1.0458,1.0095
1.0569,1.0092
1.0707,1.0089
1.0922,1.0083
1.1061,1.008
1.1289,1.0075
1.1418,1.0073
1.1664,1.0065
1.1831,1.0063
1.2021,1.0061
1.2307,1.0054
1.2497,1.0051
1.2817,1.0047
1.304,1.0042
1.3266,1.004
1.3575,1.0037
1.4019,1.0033
1.4125,1.0033
1.4485,1.0031
1.5002,1.0026
1.5402,1.0024
1.5738,1.0023
1.6176,1.0019
1.6772,1.0017
1.7227,1.0016
1.79,1.0013
1.8494,1.0012
1.9037,1.0011
1.9957,1.0009
2.0557,1.0008
2.1659,1.0007
2.2503,1.0006
2.3893,1.0004
2.5031,1.0004
2.6334,1.0003
2.8445,1.0002
3.0984,1.0002
3.4021,1.0001
3.7545,1.0001
4.1649,1.0001
4.6253,1.0001
5.3491,1.0001
5.7133,1.0001
