0.17552,8.9735
0.17602,8.5503
0.18002,6.6639
0.18177,5.9948
0.18649,4.557
0.19197,4.0133
0.19935,3.5356
0.33605,1.752
0.41402,1.4574
0.44031,1.3817
0.47481,1.2942
0.47654,1.2819
0.52448,1.1985
0.55788,1.1542
0.57545,1.1354
0.60305,1.108
0.60663,1.1038
0.62133,1.0952
0.62938,1.0885
0.64049,1.0838
0.65867,1.0721
0.6862,1.0605
0.70886,1.0528
0.75879,1.0399
0.77439,1.0365
0.81763,1.0282
0.89463,1.0187
0.96217,1.0139
0.99746,1.0119
1.1041,1.0079
1.1236,1.0072
1.2536,1.0045
1.3266,1.0033
1.5249,1.0016
1.7764,1.0009
2.0909,1.0004
2.2211,1.0002
2.7325,1.0001
2.8232,1.0001
