0.10746,7.0054
0.1075,6.9929
0.10757,6.9676
0.10972,6.2243
0.11048,6.0136
0.12412,4.3402
0.13545,3.356
0.13595,2.9637
0.14571,2.6549
0.15408,2.3034
0.18147,1.7556
0.21425,1.5721
0.21901,1.4946
0.23192,1.4267
0.24341,1.3587
0.24891,1.3406
0.26652,1.2825
0.29912,1.1947
0.34555,1.121
0.39084,1.0775
0.43524,1.0525
0.43914,1.0509
0.46654,1.0414
0.48575,1.0363
0.51349,1.0304
0.56305,1.0224
0.59106,1.0197
0.63104,1.0147
0.68792,1.0105
0.75907,1.0074
0.79974,1.0062
0.80579,1.0058
0.82497,1.0052
0.8968,1.0035
0.95547,1.0028
1.0612,1.0017
1.1624,1.0012
1.4115,1.0005
1.4462,1.0004
1.8397,1.0001
1.8851,1.0001
