0.13554,10.905
0.13562,10.885
0.14864,8.6082
0.17917,5.5216
0.21442,3.8278
0.25039,2.8528
0.28755,2.2686
0.32463,1.9319
0.35921,1.6575
0.39586,1.4847
0.42946,1.3872
0.46339,1.3009
0.49657,1.2441
0.52643,1.203
0.55757,1.171
0.58548,1.1443
0.61589,1.1212
0.64259,1.1054
0.66926,1.0915
0.69399,1.0811
0.72287,1.0699
0.74641,1.0634
0.77276,1.0554
0.79729,1.0496
0.82019,1.0459
0.84332,1.0413
0.86614,1.0379
0.88834,1.0353
0.91048,1.0323
0.93187,1.0303
0.95389,1.0278
0.97356,1.0259
0.99835,1.0235
1.0149,1.0225
1.0393,1.0206
1.0587,1.0187
1.0751,1.018
1.0974,1.0166
1.1145,1.016
1.1288,1.0152
1.15,1.0143
1.1691,1.0132
1.185,1.0126
1.2031,1.0119
1.2225,1.0113
1.2423,1.0104
1.2529,1.0103
1.2697,1.0099
1.2993,1.0088
1.309,1.0088
1.3182,1.0088
1.3447,1.0081
1.3647,1.0078
1.3796,1.0077
1.3968,1.0073
1.4194,1.0069
1.4425,1.0064
1.4681,1.006
1.4848,1.0058
1.5046,1.0056
1.5333,1.0051
1.5538,1.0048
1.5854,1.0047
1.6045,1.0046
1.6381,1.0041
1.664,1.004
1.6925,1.0039
1.7295,1.0035
1.7588,1.0033
1.8013,1.0031
1.8362,1.0028
1.8679,1.0027
1.9114,1.0025
1.9692,1.0022
1.9897,1.0022
2.0405,1.002
2.1083,1.0017
2.1656,1.0016
2.2118,1.0015
2.275,1.0013
2.3534,1.0012
2.4194,1.0011
2.5112,1.0009
2.5919,1.0008
2.6678,1.0008
2.7883,1.0006
2.8744,1.0006
3.0169,1.0005
3.1276,1.0004
3.3066,1.0003
3.4504,1.0003
3.6132,1.0002
3.8695,1.0002
4.1671,1.0001
4.5146,1.0001
4.9162,1
5.3837,1
5.9007,1
6.7591,1
7.2292,1
